ID,MEDICINE,SIZE,COST,SIG,TYPE,percentage
7848,AMITRIPTYLINE 2% CREAM,60GM,$35,AAA QD-BID,CREAM
7832,AMITRIPTYLINE 5%/LIDOCAINE 5% CREAM,60GM,$35,AAA QD-BID,CREAM
5739,AMITRIPTYLINE 5%/GABAPENTIN 15% TRANSDERMAL CREAM TOP MOVER,30GM,$35,AAA QD-BID,TOP MOVER
8759,CLOBETASOL 0.05% : CERAVE TOPICAL CREAM 1:10 (50ML:500GM) CREAM,60GM,$35,AAA QD-BID,CREAM
6517,GABAPENTIN 5%/AMITRIPTYLINE 5%/LIDOCAINE 5% VANISHING CREAM TOP MOVER,30GM,$35,AAA QD-BID,TOP MOVER
5374,GABAPENTIN 5%/AMITRIPTYLINE 5%/LIDOCAINE 5% SCALP SOLUTION TOP MOVER,30ML,$35,AAA QD-BID,TOP MOVER
6335,GABAPENTIN 5%/AMITRIPTYLINE 2%/LIDOCAINE 5% VANISHING CREAM,30GM,$35,AAA QD-BID,CREAM
7870,IODOQUINOL 1%/HYDROCORTISONE 2.5%/ALOE 1% TOPICAL CREAM TOP MOVER,30GM,$35,AAA QD-BID,TOP MOVER
9548,LIDEX 0.05% CREAM 60GM/MENTHOL 0.48GM/VANISHING CREAM (1:4) Q.S 240GM TOP MOVER,60GM,$35,AAA QD-BID,TOP MOVER
7765,NALTREXONE 0.2%/DIPHENHYDRAMINE 2% SCALP SOLUTION,30ML,$35,AAA QD-BID,SOLUTION
7592,NALTREXONE 0.2%/DIPHENHYDRAMINE 2% VANISHING CREAM TOP MOVER,30GM,$35,AAA QD-BID,TOP MOVER
****,NALTREXONE 0.5-5MG LOW DOSE CAPSULE (ANY STRENGTH) TOP MOVER,30 CAP,$35,1C PO HS,TOP MOVER
5939,TACROLIMUS 0.15%/MENTHOL 1% TOPICAL SOLUTION NEW,30ML,$35,AAA QD-BID,SOLUTION
8419,TRIAMCINOLONE 0.1%/MENTHOL 0.48% CERAVE CREAM,60GM,$35,AAA QD-BID,CREAM
2988,TACROLIMUS 0.1%/NALTREXONE 0.2% CREAM NEW,30GM,$35,AAA QD-BID,CREAM
6569,TRIAMCINOLONE 0.1%/SARNA (1:3) LOTION,60GM,$35,AAA QD-BID,LOTION
