ID,MEDICINE,SIZE,COST,SIG,TYPE,percentage
7872,FINASTERIDE 0.1%/MINOXIDIL 10% GEL TOP MOVER,60GM,$35,AAA QD-BID,TOP MOVER
7032,FINASTERIDE 0.1%/MINOXIDIL 5% TOPICAL SOLUTION (DROPPER) TOP MOVER,30ML,$35,AAA QD-BID,TOP MOVER
6969,FINASTERIDE 0.1%/MINOXIDIL 7%/TRETINOIN 0.025% FOAM TOP MOVER,30ML,$35,AAA QD HS,TOP MOVER
7884,LATANOPROST 0.0025%/MINOXIDIL 2% ALCOHOL FREE SOLUTION (EYELASHES BRUSH) TOP MOVER,5ML,$35,AAA QD HS,TOP MOVER
7551,LATANOPROST 0.005%/MINOXIDIL 5%/ESTRON 0.05% SOLUTION (DROPPER),5ML,$35,AAA BID,SOLUTION
1742,FINASTERIDE 0.1%/MINOXIDIL 7%/TRETINOIN 0.0125% TOPICAL SOLUTION TOP MOVER,30ML,$35,AAA QD HS,TOP MOVER
5262,FINASTERIDE 0.1%/MINOXIDIL 7%/DUTASTERIDE 0.1% SOLUTION TOP MOVER,30ML,$35,AAA QD HS,TOP MOVER
1608,FINASTERIDE 0.1%/MINOXIDIL 5% TOPICAL OIL LIQUID NEW,30ML,$35,AAA QD HS,OIL
5093,FINASTERIDE 0.1% TOPICAL SOLUTION NEW,30ML,$35,AAA QD HS,SOLUTION
3593,FINASTERIDE 0.1%/MINOXIDIL 5% TOPICAL SOLUTION TOP MOVER,30ML,$35,AAA QD HS,TOP MOVER
5768,FINASTERIDE 0.1%/MINOXIDIL 5% TOPICAL FOAM NEW,30ML,$35,AAA QD HS,FOAM
7048,FINASTERIDE 0.1%/MINOXIDIL 7%/TRETINOIN 0.025% TOPICAL SOLUTION TOP MOVER,30ML,$35,AAA QD HS,TOP MOVER
5272,FINASTERIDE 0.1%/MINOXIDIL 7% TOPICAL SOLUTION NEW,30ML,$35,AAA QD HS,SOLUTION
5582,FINASTERIDE 0.1%/MINOXIDIL 5%/DUTASTERIDE 0.01%/TRETINOIN LOTION,30ML,$35,AAA QD HS,LOTION
****,MINOXIDIL 0.25-1 MG CAPSULES (ANY STRENGTH) TOP MOVER,30CAPS,$35,1C PO HS UD,TOP MOVER
5006,MINOXIDIL 0.25MG/SPIRONOLACTONE 25MG CAPSULE NEW,30CAPS,$35,1C PO HS UD,CAPSULE
2295,TOFACITINIB 2% SOLUTION NEW,10ML,$35,UAD,SOLUTION
2038,TOFACITINIB 2% OINTMENT NEW,10ML,$35,UAD,OINTMENT
2559,TOFACITINIB 2% CREAM TOP MOVER,10ML,$35,UAD,TOP MOVER
